#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-08-29T13:09:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d67c90162fd 
#INFO -out.max=unlimited 
#INFO queryParameters=19 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/yields}&key:source=J/MNRAS/403/1413/yields&HTTPPRM:&&-ref=VIZ5d67c90162fd&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=M0&-out=Mix&-out=Z0&-out=M1&-out=El&-out=A&-out=Yield&-out=M(i)lost&-out=M(i)0&-out=<X(i)>&-out=X0(i)&-out=f&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=J/MNRAS/403/1413/yields
#-order=I
#-out=M0
#-out=Mix
#Mix=n
#-out=Z0
#Z0=0.0001
#-out=M1
#-out=El
#-out=A
#-out=Yield
#-out=M(i)lost
#-out=M(i)0
#-out=<X(i)>
#-out=X0(i)
#-out=f
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table J_MNRAS_403_1413_yields:
#Name: J/MNRAS/403/1413/yields
#Title: Stellar yields
#---Details of Columns:
#    M0 (solMass)       (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Mix                (A1)    Simbad column added by the CDS [ucd=stat.param]
#    Z0                 (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)       (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                 (a4)    Species i (2) [ucd=phys.atmol.element]
#    A                  (I2)    Atomic mass of the species i [ucd=phys.mass]
#    Yield (solMass)    (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass) (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)    (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    <X(i)>             (E9.2)  Average abundance of species i in the wind (mass fraction) [ucd=phys.abund]
#    X0(i)              (E9.2)  initial mass fraction of species i (mass fraction) [ucd=phys.mass]
#    f                  (E9.2)  Production factor, f=log10(<X(i)>/X0(i)) [ucd=arith.factor]
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
#M0    M                                                                                   
#(sol  i         M1 (so         Yield     M(i)lost  M(i)0                                  
#Mass) x Z0      lMass) El   A  (solMass) (solMass) (solMass) <X(i)>    X0(i)     f        
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
 1.00 n  0.0001  0.720 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 F    19  5.29e-09  5.86e-09  5.67e-10  2.09e-08  2.03e-09  1.01e+00
 1.00 n  0.0001  0.720 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Ne   20  1.85e-07  2.45e-06  2.27e-06  8.76e-06  8.10e-06  3.39e-02
 1.00 n  0.0001  0.720 Ne   21  2.46e-08  3.04e-08  5.78e-09  1.09e-07  2.06e-08  7.21e-01
 1.00 n  0.0001  0.720 Ne   22  1.11e-06  1.29e-06  1.82e-07  4.61e-06  6.51e-07  8.49e-01
 1.00 n  0.0001  0.720 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Na   22  1.45e-24  1.45e-24  0.00e+00  5.19e-24  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Na   23  3.15e-08  7.82e-08  4.68e-08  2.79e-07  1.67e-07  2.23e-01
 1.00 n  0.0001  0.720 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Mg   24  8.25e-09  7.29e-07  7.21e-07  2.60e-06  2.58e-06  4.86e-03
 1.00 n  0.0001  0.720 Mg   25  1.93e-09  9.67e-08  9.48e-08  3.45e-07  3.38e-07  8.66e-03
 1.00 n  0.0001  0.720 Mg   26  1.08e-08  1.20e-07  1.09e-07  4.27e-07  3.88e-07  4.12e-02
 1.00 n  0.0001  0.720 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Al   26  1.27e-10  1.27e-10  0.00e+00  4.52e-10  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Al   27  3.21e-09  8.45e-08  8.13e-08  3.02e-07  2.90e-07  1.68e-02
 1.00 n  0.0001  0.720 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Si   28  5.66e-09  9.20e-07  9.15e-07  3.29e-06  3.27e-06  2.60e-03
 1.00 n  0.0001  0.720 Si   29  5.14e-10  4.85e-08  4.80e-08  1.73e-07  1.71e-07  4.55e-03
 1.00 n  0.0001  0.720 Si   30  1.78e-09  3.47e-08  3.30e-08  1.24e-07  1.18e-07  2.28e-02
 1.00 n  0.0001  0.720 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Si   32  5.74e-16  5.74e-16  0.00e+00  2.05e-15  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 P    31  2.47e-09  1.39e-08  1.14e-08  4.96e-08  4.08e-08  8.49e-02
 1.00 n  0.0001  0.720 P    32  1.47e-19  1.47e-19  0.00e+00  5.23e-19  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 S    32 -4.86e-10  5.54e-07  5.55e-07  1.98e-06  1.98e-06 -4.59e-04
 1.00 n  0.0001  0.720 S    33  1.14e-11  4.53e-09  4.51e-09  1.62e-08  1.61e-08  1.02e-03
 1.00 n  0.0001  0.720 S    34  9.50e-11  2.62e-07  2.62e-07  9.35e-07  9.35e-07  7.96e-05
 1.00 n  0.0001  0.720 S    35  1.85e-10  1.85e-10  0.00e+00  6.62e-10  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Fe   54 -3.72e-10  9.95e-08  9.99e-08  3.55e-07  3.57e-07 -1.70e-03
 1.00 n  0.0001  0.720 Fe   55  1.29e-12  1.29e-12  0.00e+00  4.61e-12  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Fe   56 -5.54e-09  1.63e-06  1.64e-06  5.83e-06  5.85e-06 -1.55e-03
 1.00 n  0.0001  0.720 Fe   57 -2.52e-12  4.00e-08  4.00e-08  1.43e-07  1.43e-07 -1.05e-04
 1.00 n  0.0001  0.720 Fe   58  6.27e-10  5.81e-09  5.18e-09  2.07e-08  1.85e-08  4.96e-02
 1.00 n  0.0001  0.720 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Fe   60  8.41e-11  8.41e-11  0.00e+00  3.00e-10  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Co   59  1.84e-10  4.89e-09  4.71e-09  1.75e-08  1.68e-08  1.65e-02
 1.00 n  0.0001  0.720 Co   60  2.96e-16  2.96e-16  0.00e+00  1.06e-15  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Ni   58 -2.59e-10  6.90e-08  6.93e-08  2.47e-07  2.47e-07 -1.70e-03
 1.00 n  0.0001  0.720 Ni   59 -4.60e-16 -4.60e-16  0.00e+00 -1.64e-15  0.00e+00  0.00e+00
 1.00 n  0.0001  0.720 Ni   60  1.03e-10  2.75e-08  2.74e-08  9.84e-08  9.80e-08  1.55e-03
 1.00 n  0.0001  0.720 Ni   61  7.95e-09  9.15e-09  1.20e-09  3.27e-08  4.30e-09  8.81e-01
 1.00 n  0.0001  0.720 Ni   62 -2.25e-09  1.64e-09  3.89e-09  5.85e-09  1.39e-08 -3.75e-01
 1.25 n  0.0001  0.668 g     1  4.88e-09  5.05e-09  1.65e-10  8.67e-09  2.83e-10  1.49e+00
 1.25 n  0.0001  0.668 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 p     1 -2.99e-02  4.18e-01  4.48e-01  7.18e-01  7.70e-01 -3.00e-02
 1.25 n  0.0001  0.668 D     2  2.79e-18  2.79e-18  0.00e+00  4.80e-18  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 He    3  1.33e-04  1.33e-04  0.00e+00  2.29e-04  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 He    4  2.58e-02  1.60e-01  1.34e-01  2.74e-01  2.30e-01  7.66e-02
 1.25 n  0.0001  0.668 Li    7 -9.52e-10  1.34e-10  1.09e-09  2.29e-10  1.87e-09 -9.10e-01
 1.25 n  0.0001  0.668 Be    7  5.63e-13  5.63e-13  0.00e+00  9.67e-13  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 B     8  1.48e-26  1.48e-26  0.00e+00  2.54e-26  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 C    12  3.72e-03  3.73e-03  8.82e-06  6.41e-03  1.52e-05  2.63e+00
 1.25 n  0.0001  0.668 C    13  4.84e-07  5.90e-07  1.06e-07  1.01e-06  1.82e-07  7.45e-01
 1.25 n  0.0001  0.668 C    14  2.78e-10  2.78e-10  0.00e+00  4.77e-10  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 N    14  1.98e-05  2.30e-05  3.21e-06  3.95e-05  5.52e-06  8.55e-01
 1.25 n  0.0001  0.668 N    15  1.54e-09  1.42e-08  1.27e-08  2.45e-08  2.18e-08  4.97e-02
 1.25 n  0.0001  0.668 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 O    16  9.54e-05  1.23e-04  2.79e-05  2.12e-04  4.80e-05  6.45e-01
 1.25 n  0.0001  0.668 O    17  7.63e-08  8.76e-08  1.13e-08  1.51e-07  1.94e-08  8.89e-01
 1.25 n  0.0001  0.668 O    18 -1.54e-08  4.77e-08  6.31e-08  8.19e-08  1.08e-07 -1.22e-01
 1.25 n  0.0001  0.668 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 F    19  1.59e-07  1.60e-07  1.18e-09  2.75e-07  2.03e-09  2.13e+00
 1.25 n  0.0001  0.668 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Ne   20  3.81e-07  5.09e-06  4.71e-06  8.75e-06  8.10e-06  3.37e-02
 1.25 n  0.0001  0.668 Ne   21  4.51e-08  5.71e-08  1.20e-08  9.82e-08  2.06e-08  6.77e-01
 1.25 n  0.0001  0.668 Ne   22  6.54e-05  6.57e-05  3.79e-07  1.13e-04  6.51e-07  2.24e+00
 1.25 n  0.0001  0.668 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Na   22  1.19e-31  1.19e-31  0.00e+00  2.04e-31  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Na   23  2.72e-07  3.70e-07  9.72e-08  6.35e-07  1.67e-07  5.80e-01
 1.25 n  0.0001  0.668 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Mg   24  2.59e-08  1.52e-06  1.50e-06  2.62e-06  2.58e-06  7.40e-03
 1.25 n  0.0001  0.668 Mg   25  1.45e-07  3.42e-07  1.97e-07  5.87e-07  3.38e-07  2.39e-01
 1.25 n  0.0001  0.668 Mg   26  1.40e-07  3.66e-07  2.26e-07  6.29e-07  3.88e-07  2.09e-01
 1.25 n  0.0001  0.668 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Al   26  9.19e-10  9.19e-10  0.00e+00  1.58e-09  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Al   27  1.82e-08  1.87e-07  1.69e-07  3.22e-07  2.90e-07  4.43e-02
 1.25 n  0.0001  0.668 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Si   28  1.37e-08  1.92e-06  1.90e-06  3.29e-06  3.27e-06  3.07e-03
 1.25 n  0.0001  0.668 Si   29  1.84e-09  1.02e-07  9.98e-08  1.75e-07  1.71e-07  7.91e-03
 1.25 n  0.0001  0.668 Si   30  5.24e-09  7.37e-08  6.85e-08  1.27e-07  1.18e-07  3.20e-02
 1.25 n  0.0001  0.668 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Si   32  1.48e-17  1.48e-17  0.00e+00  2.54e-17  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 P    31  4.36e-09  2.81e-08  2.37e-08  4.83e-08  4.08e-08  7.31e-02
 1.25 n  0.0001  0.668 P    32  3.77e-21  3.77e-21  0.00e+00  6.48e-21  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 S    32 -4.12e-09  1.15e-06  1.15e-06  1.97e-06  1.98e-06 -1.60e-03
 1.25 n  0.0001  0.668 S    33  1.91e-10  9.57e-09  9.38e-09  1.65e-08  1.61e-08  8.69e-03
 1.25 n  0.0001  0.668 S    34  5.17e-11  5.44e-07  5.44e-07  9.35e-07  9.35e-07 -5.59e-06
 1.25 n  0.0001  0.668 S    35  3.03e-10  3.03e-10  0.00e+00  5.21e-10  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Fe   54 -3.40e-09  2.04e-07  2.08e-07  3.51e-07  3.57e-07 -7.21e-03
 1.25 n  0.0001  0.668 Fe   55  8.01e-10  8.01e-10  0.00e+00  1.38e-09  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Fe   56 -2.98e-08  3.38e-06  3.41e-06  5.80e-06  5.85e-06 -3.86e-03
 1.25 n  0.0001  0.668 Fe   57  6.19e-09  8.94e-08  8.32e-08  1.54e-07  1.43e-07  3.11e-02
 1.25 n  0.0001  0.668 Fe   58  8.21e-09  1.90e-08  1.08e-08  3.26e-08  1.85e-08  2.46e-01
 1.25 n  0.0001  0.668 Fe   59  9.13e-41  9.13e-41  0.00e+00  1.57e-40  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Fe   60  6.01e-10  6.01e-10  0.00e+00  1.03e-09  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Co   59  1.88e-09  1.17e-08  9.78e-09  2.00e-08  1.68e-08  7.63e-02
 1.25 n  0.0001  0.668 Co   60  2.11e-15  2.11e-15  0.00e+00  3.63e-15  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Ni   58 -2.36e-09  1.42e-07  1.44e-07  2.43e-07  2.47e-07 -7.24e-03
 1.25 n  0.0001  0.668 Ni   59  2.60e-11  2.60e-11  0.00e+00  4.47e-11  0.00e+00  0.00e+00
 1.25 n  0.0001  0.668 Ni   60  1.20e-09  5.82e-08  5.70e-08  1.00e-07  9.80e-08  9.00e-03
 1.25 n  0.0001  0.668 Ni   61  2.44e-08  2.69e-08  2.50e-09  4.61e-08  4.30e-09  1.03e+00
 1.25 n  0.0001  0.668 Ni   62 -5.54e-09  2.55e-09  8.09e-09  4.38e-09  1.39e-08 -5.01e-01
 1.50 n  0.0001  0.661 g     1  2.64e-08  2.66e-08  2.38e-10  3.17e-08  2.83e-10  2.05e+00
 1.50 n  0.0001  0.661 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 p     1 -5.88e-02  5.87e-01  6.46e-01  7.00e-01  7.70e-01 -4.15e-02
 1.50 n  0.0001  0.661 D     2  4.73e-18  4.73e-18  0.00e+00  5.63e-18  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 He    3  1.69e-04  1.69e-04  0.00e+00  2.02e-04  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 He    4  4.61e-02  2.39e-01  1.93e-01  2.85e-01  2.30e-01  9.30e-02
 1.50 n  0.0001  0.661 Li    7 -1.41e-09  1.56e-10  1.57e-09  1.86e-10  1.87e-09 -1.00e+00
 1.50 n  0.0001  0.661 Be    7  5.11e-13  5.11e-13  0.00e+00  6.09e-13  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 B     8  3.14e-27  3.14e-27  0.00e+00  3.74e-27  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 C    12  1.16e-02  1.16e-02  1.27e-05  1.38e-02  1.52e-05  2.96e+00
 1.50 n  0.0001  0.661 C    13  8.93e-07  1.05e-06  1.53e-07  1.25e-06  1.82e-07  8.35e-01
 1.50 n  0.0001  0.661 C    14  1.48e-09  1.48e-09  0.00e+00  1.77e-09  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 N    14  3.99e-05  4.45e-05  4.63e-06  5.30e-05  5.52e-06  9.82e-01
 1.50 n  0.0001  0.661 N    15  2.26e-08  4.09e-08  1.83e-08  4.87e-08  2.18e-08  3.49e-01
 1.50 n  0.0001  0.661 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 O    16  2.75e-04  3.16e-04  4.02e-05  3.76e-04  4.80e-05  8.94e-01
 1.50 n  0.0001  0.661 O    17  3.15e-07  3.32e-07  1.63e-08  3.95e-07  1.94e-08  1.31e+00
 1.50 n  0.0001  0.661 O    18 -2.58e-08  6.51e-08  9.09e-08  7.76e-08  1.08e-07 -1.45e-01
 1.50 n  0.0001  0.661 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0001  0.661 F    19  1.25e-06  1.25e-06  1.70e-09  1.49e-06  2.03e-09  2.87e+00
