#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-08-29T13:08:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d67c90162fd 
#INFO -out.max=unlimited 
#INFO queryParameters=19 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/yields}&key:source=J/MNRAS/403/1413/yields&HTTPPRM:&&-ref=VIZ5d67c90162fd&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=M0&-out=Mix&-out=Z0&-out=M1&-out=El&-out=A&-out=Yield&-out=M(i)lost&-out=M(i)0&-out=<X(i)>&-out=X0(i)&-out=f&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=J/MNRAS/403/1413/yields
#-order=I
#-out=M0
#-out=Mix
#Mix=n
#-out=Z0
#Z0=0.004
#-out=M1
#-out=El
#-out=A
#-out=Yield
#-out=M(i)lost
#-out=M(i)0
#-out=<X(i)>
#-out=X0(i)
#-out=f
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table J_MNRAS_403_1413_yields:
#Name: J/MNRAS/403/1413/yields
#Title: Stellar yields
#---Details of Columns:
#    M0 (solMass)       (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Mix                (A1)    Simbad column added by the CDS [ucd=stat.param]
#    Z0                 (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)       (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                 (a4)    Species i (2) [ucd=phys.atmol.element]
#    A                  (I2)    Atomic mass of the species i [ucd=phys.mass]
#    Yield (solMass)    (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass) (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)    (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    <X(i)>             (E9.2)  Average abundance of species i in the wind (mass fraction) [ucd=phys.abund]
#    X0(i)              (E9.2)  initial mass fraction of species i (mass fraction) [ucd=phys.mass]
#    f                  (E9.2)  Production factor, f=log10(<X(i)>/X0(i)) [ucd=arith.factor]
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
#M0    M                                                                                   
#(sol  i         M1 (so         Yield     M(i)lost  M(i)0                                  
#Mass) x Z0      lMass) El   A  (solMass) (solMass) (solMass) <X(i)>    X0(i)     f        
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
 1.00 n  0.0040  0.610 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 F    19 -2.87e-10  3.13e-08  3.16e-08  8.03e-08  8.10e-08 -4.02e-03
 1.00 n  0.0040  0.610 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Ne   20 -1.12e-08  1.26e-04  1.26e-04  3.24e-04  3.24e-04 -9.47e-05
 1.00 n  0.0040  0.610 Ne   21  1.09e-08  3.33e-07  3.22e-07  8.54e-07  8.26e-07  1.44e-02
 1.00 n  0.0040  0.610 Ne   22 -1.70e-07  9.99e-06  1.02e-05  2.56e-05  2.61e-05 -7.39e-03
 1.00 n  0.0040  0.610 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Na   22  7.57e-31  7.57e-31  0.00e+00  1.94e-30  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Na   23  1.83e-07  2.79e-06  2.61e-06  7.15e-06  6.68e-06  2.95e-02
 1.00 n  0.0040  0.610 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Mg   24  1.47e-09  4.02e-05  4.02e-05  1.03e-04  1.03e-04 -4.02e-05
 1.00 n  0.0040  0.610 Mg   25 -1.71e-08  5.26e-06  5.28e-06  1.35e-05  1.35e-05 -1.46e-03
 1.00 n  0.0040  0.610 Mg   26  1.37e-08  6.07e-06  6.06e-06  1.56e-05  1.55e-05  9.23e-04
 1.00 n  0.0040  0.610 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Al   26  3.09e-09  3.09e-09  0.00e+00  7.92e-09  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Al   27  1.90e-09  4.53e-06  4.53e-06  1.16e-05  1.16e-05  1.26e-04
 1.00 n  0.0040  0.610 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Si   28  1.50e-09  5.10e-05  5.10e-05  1.31e-04  1.31e-04 -4.33e-05
 1.00 n  0.0040  0.610 Si   29  7.64e-11  2.67e-06  2.67e-06  6.86e-06  6.86e-06 -4.36e-05
 1.00 n  0.0040  0.610 Si   30  5.31e-11  1.84e-06  1.84e-06  4.71e-06  4.71e-06 -4.34e-05
 1.00 n  0.0040  0.610 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Si   32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 P    31  2.95e-11  6.37e-07  6.37e-07  1.63e-06  1.63e-06 -3.59e-05
 1.00 n  0.0040  0.610 P    32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 S    32  8.73e-10  3.09e-05  3.09e-05  7.92e-05  7.92e-05 -4.37e-05
 1.00 n  0.0040  0.610 S    33  7.59e-12  2.52e-07  2.52e-07  6.45e-07  6.45e-07 -4.29e-05
 1.00 n  0.0040  0.610 S    34  4.48e-10  1.46e-05  1.46e-05  3.74e-05  3.74e-05 -4.27e-05
 1.00 n  0.0040  0.610 S    35  9.66e-21  9.66e-21  0.00e+00  2.48e-20  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Fe   54  1.54e-10  5.57e-06  5.57e-06  1.43e-05  1.43e-05 -4.40e-05
 1.00 n  0.0040  0.610 Fe   55  3.84e-19  3.84e-19  0.00e+00  9.85e-19  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Fe   56  3.20e-09  9.13e-05  9.13e-05  2.34e-04  2.34e-04 -4.08e-05
 1.00 n  0.0040  0.610 Fe   57  3.50e-11  2.23e-06  2.23e-06  5.72e-06  5.72e-06 -4.92e-05
 1.00 n  0.0040  0.610 Fe   58  9.55e-12  2.89e-07  2.89e-07  7.40e-07  7.40e-07 -4.17e-05
 1.00 n  0.0040  0.610 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Fe   60  8.01e-36  8.01e-36  0.00e+00  2.05e-35  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Co   59  8.41e-12  2.62e-07  2.62e-07  6.72e-07  6.73e-07 -4.21e-05
 1.00 n  0.0040  0.610 Co   60  3.41e-38  3.41e-38  0.00e+00  8.74e-38  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Ni   58  1.27e-10  3.86e-06  3.86e-06  9.90e-06  9.90e-06 -4.18e-05
 1.00 n  0.0040  0.610 Ni   59  2.26e-21  2.26e-21  0.00e+00  5.80e-21  0.00e+00  0.00e+00
 1.00 n  0.0040  0.610 Ni   60  4.80e-11  1.53e-06  1.53e-06  3.92e-06  3.92e-06 -4.24e-05
 1.00 n  0.0040  0.610 Ni   61  1.03e-07  1.70e-07  6.71e-08  4.35e-07  1.72e-07  4.03e-01
 1.00 n  0.0040  0.610 Ni   62 -1.04e-07  1.12e-07  2.17e-07  2.88e-07  5.56e-07 -2.85e-01
 1.25 n  0.0040  0.642 g     1  3.15e-09  1.00e-08  6.89e-09  1.65e-08  1.13e-08  1.63e-01
 1.25 n  0.0040  0.642 n     1 -8.58e-40 -8.58e-40  0.00e+00 -1.41e-39  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 p     1 -1.49e-02  4.40e-01  4.55e-01  7.24e-01  7.49e-01 -1.45e-02
 1.25 n  0.0040  0.642 D     2  2.48e-18  2.48e-18  0.00e+00  4.08e-18  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 He    3  1.91e-04  1.91e-04  0.00e+00  3.13e-04  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 He    4  1.45e-02  1.65e-01  1.51e-01  2.71e-01  2.48e-01  3.99e-02
 1.25 n  0.0040  0.642 Li    7 -5.02e-10  6.33e-10  1.13e-09  1.04e-09  1.87e-09 -2.54e-01
 1.25 n  0.0040  0.642 Be    7  2.93e-12  2.93e-12  0.00e+00  4.81e-12  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 B     8  6.42e-22  6.42e-22  0.00e+00  1.06e-21  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 C    12  6.67e-05  4.35e-04  3.69e-04  7.16e-04  6.07e-04  7.21e-02
 1.25 n  0.0040  0.642 C    13  6.59e-06  1.10e-05  4.44e-06  1.81e-05  7.30e-06  3.95e-01
 1.25 n  0.0040  0.642 C    14  1.66e-11  1.66e-11  0.00e+00  2.73e-11  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 N    14  1.20e-04  2.54e-04  1.34e-04  4.18e-04  2.21e-04  2.77e-01
 1.25 n  0.0040  0.642 N    15 -2.23e-07  3.08e-07  5.31e-07  5.06e-07  8.73e-07 -2.37e-01
 1.25 n  0.0040  0.642 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 O    16 -1.17e-06  1.17e-03  1.17e-03  1.92e-03  1.92e-03 -4.79e-04
 1.25 n  0.0040  0.642 O    17  6.66e-07  1.14e-06  4.73e-07  1.87e-06  7.78e-07  3.82e-01
 1.25 n  0.0040  0.642 O    18 -4.79e-07  2.16e-06  2.64e-06  3.55e-06  4.33e-06 -8.71e-02
 1.25 n  0.0040  0.642 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 F    19  2.69e-09  5.20e-08  4.93e-08  8.55e-08  8.10e-08  2.30e-02
 1.25 n  0.0040  0.642 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Ne   20 -7.12e-08  1.97e-04  1.97e-04  3.24e-04  3.24e-04 -2.02e-04
 1.25 n  0.0040  0.642 Ne   21  1.23e-08  5.14e-07  5.02e-07  8.46e-07  8.26e-07  1.05e-02
 1.25 n  0.0040  0.642 Ne   22  2.16e-06  1.80e-05  1.58e-05  2.96e-05  2.61e-05  5.54e-02
 1.25 n  0.0040  0.642 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Na   22  4.12e-28  4.12e-28  0.00e+00  6.78e-28  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Na   23  3.88e-07  4.45e-06  4.06e-06  7.32e-06  6.68e-06  3.95e-02
 1.25 n  0.0040  0.642 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Mg   24 -2.43e-09  6.26e-05  6.26e-05  1.03e-04  1.03e-04 -6.17e-05
 1.25 n  0.0040  0.642 Mg   25 -3.09e-08  8.20e-06  8.23e-06  1.35e-05  1.35e-05 -1.68e-03
 1.25 n  0.0040  0.642 Mg   26  1.24e-08  9.46e-06  9.44e-06  1.56e-05  1.55e-05  5.25e-04
 1.25 n  0.0040  0.642 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Al   26  1.57e-08  1.57e-08  0.00e+00  2.59e-08  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Al   27  3.40e-08  7.10e-06  7.06e-06  1.17e-05  1.16e-05  2.04e-03
 1.25 n  0.0040  0.642 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Si   28  9.31e-10  7.95e-05  7.95e-05  1.31e-04  1.31e-04 -3.98e-05
 1.25 n  0.0040  0.642 Si   29  5.46e-11  4.17e-06  4.17e-06  6.86e-06  6.86e-06 -3.92e-05
 1.25 n  0.0040  0.642 Si   30  6.32e-10  2.86e-06  2.86e-06  4.71e-06  4.71e-06  5.10e-05
 1.25 n  0.0040  0.642 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Si   32  2.11e-19  2.11e-19  0.00e+00  3.47e-19  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 P    31  1.00e-10  9.93e-07  9.93e-07  1.63e-06  1.63e-06 -1.04e-06
 1.25 n  0.0040  0.642 P    32  5.39e-23  5.39e-23  0.00e+00  8.86e-23  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 S    32 -5.78e-10  4.82e-05  4.82e-05  7.92e-05  7.92e-05 -5.01e-05
 1.25 n  0.0040  0.642 S    33  1.85e-10  3.92e-07  3.92e-07  6.45e-07  6.45e-07  1.60e-04
 1.25 n  0.0040  0.642 S    34 -2.36e-11  2.27e-05  2.27e-05  3.74e-05  3.74e-05 -4.53e-05
 1.25 n  0.0040  0.642 S    35  2.30e-11  2.30e-11  0.00e+00  3.79e-11  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Fe   54 -1.61e-09  8.68e-06  8.68e-06  1.43e-05  1.43e-05 -1.25e-04
 1.25 n  0.0040  0.642 Fe   55  1.16e-09  1.16e-09  0.00e+00  1.91e-09  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Fe   56 -5.78e-09  1.42e-04  1.42e-04  2.34e-04  2.34e-04 -6.25e-05
 1.25 n  0.0040  0.642 Fe   57  4.89e-09  3.48e-06  3.48e-06  5.73e-06  5.72e-06  5.66e-04
 1.25 n  0.0040  0.642 Fe   58  1.88e-09  4.52e-07  4.50e-07  7.43e-07  7.40e-07  1.76e-03
 1.25 n  0.0040  0.642 Fe   59  1.16e-38  1.16e-38  0.00e+00  1.91e-38  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Fe   60  1.96e-13  1.96e-13  0.00e+00  3.23e-13  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Co   59  7.67e-10  4.10e-07  4.09e-07  6.74e-07  6.73e-07  7.69e-04
 1.25 n  0.0040  0.642 Co   60  6.90e-19  6.90e-19  0.00e+00  1.14e-18  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Ni   58 -1.03e-09  6.02e-06  6.02e-06  9.90e-06  9.90e-06 -1.19e-04
 1.25 n  0.0040  0.642 Ni   59  8.82e-11  8.82e-11  0.00e+00  1.45e-10  0.00e+00  0.00e+00
 1.25 n  0.0040  0.642 Ni   60 -6.09e-11  2.38e-06  2.38e-06  3.92e-06  3.92e-06 -5.60e-05
 1.25 n  0.0040  0.642 Ni   61  1.92e-07  2.97e-07  1.05e-07  4.88e-07  1.72e-07  4.53e-01
 1.25 n  0.0040  0.642 Ni   62 -1.95e-07  1.43e-07  3.38e-07  2.36e-07  5.56e-07 -3.73e-01
 1.50 n  0.0040  0.628 g     1  5.32e-09  1.52e-08  9.89e-09  1.74e-08  1.13e-08  1.87e-01
 1.50 n  0.0040  0.628 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 p     1 -2.16e-02  6.31e-01  6.53e-01  7.24e-01  7.49e-01 -1.47e-02
 1.50 n  0.0040  0.628 D     2  4.24e-18  4.24e-18  0.00e+00  4.86e-18  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 He    3  2.82e-04  2.82e-04  0.00e+00  3.23e-04  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 He    4  1.94e-02  2.35e-01  2.16e-01  2.70e-01  2.48e-01  3.74e-02
 1.50 n  0.0040  0.628 Li    7 -9.74e-10  6.53e-10  1.63e-09  7.49e-10  1.87e-09 -3.97e-01
 1.50 n  0.0040  0.628 Be    7  2.31e-13  2.31e-13  0.00e+00  2.65e-13  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 B     8  3.09e-26  3.09e-26  0.00e+00  3.55e-26  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 C    12  1.66e-03  2.19e-03  5.29e-04  2.51e-03  6.07e-04  6.17e-01
 1.50 n  0.0040  0.628 C    13  1.00e-05  1.64e-05  6.36e-06  1.88e-05  7.30e-06  4.11e-01
 1.50 n  0.0040  0.628 C    14  1.62e-10  1.62e-10  0.00e+00  1.86e-10  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 N    14  2.04e-04  3.97e-04  1.93e-04  4.55e-04  2.21e-04  3.14e-01
 1.50 n  0.0040  0.628 N    15 -3.78e-07  3.83e-07  7.61e-07  4.39e-07  8.73e-07 -2.98e-01
 1.50 n  0.0040  0.628 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 O    16  2.80e-05  1.70e-03  1.67e-03  1.95e-03  1.92e-03  7.18e-03
 1.50 n  0.0040  0.628 O    17  1.80e-06  2.48e-06  6.78e-07  2.84e-06  7.78e-07  5.63e-01
 1.50 n  0.0040  0.628 O    18 -8.93e-07  2.89e-06  3.78e-06  3.31e-06  4.33e-06 -1.17e-01
 1.50 n  0.0040  0.628 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0040  0.628 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
