#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-08-29T13:07:33 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d67c90162fd 
#INFO -out.max=unlimited 
#INFO queryParameters=19 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/yields}&key:source=J/MNRAS/403/1413/yields&HTTPPRM:&&-ref=VIZ5d67c90162fd&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=M0&-out=Mix&-out=Z0&-out=M1&-out=El&-out=A&-out=Yield&-out=M(i)lost&-out=M(i)0&-out=<X(i)>&-out=X0(i)&-out=f&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=J/MNRAS/403/1413/yields
#-order=I
#-out=M0
#-out=Mix
#Mix=n
#-out=Z0
#Z0=0.008
#-out=M1
#-out=El
#-out=A
#-out=Yield
#-out=M(i)lost
#-out=M(i)0
#-out=<X(i)>
#-out=X0(i)
#-out=f
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table J_MNRAS_403_1413_yields:
#Name: J/MNRAS/403/1413/yields
#Title: Stellar yields
#---Details of Columns:
#    M0 (solMass)       (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
#    Mix                (A1)    Simbad column added by the CDS [ucd=stat.param]
#    Z0                 (F7.4)  Initial metallicity [ucd=phys.abund.Z]
#    M1 (solMass)       (F6.3)  Final mass (1) [ucd=phys.mass]
#    El                 (a4)    Species i (2) [ucd=phys.atmol.element]
#    A                  (I2)    Atomic mass of the species i [ucd=phys.mass]
#    Yield (solMass)    (D9.2)  Net yield [ucd=phys.composition.yield]
#    M(i)lost (solMass) (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
#    M(i)0 (solMass)    (D9.2)  Mass of species i initially present in the wind [ucd=phys.mass]
#    <X(i)>             (E9.2)  Average abundance of species i in the wind (mass fraction) [ucd=phys.abund]
#    X0(i)              (E9.2)  initial mass fraction of species i (mass fraction) [ucd=phys.mass]
#    f                  (E9.2)  Production factor, f=log10(<X(i)>/X0(i)) [ucd=arith.factor]
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
#M0    M                                                                                   
#(sol  i         M1 (so         Yield     M(i)lost  M(i)0                                  
#Mass) x Z0      lMass) El   A  (solMass) (solMass) (solMass) <X(i)>    X0(i)     f        
#----- - ------- ------ ---- -- --------- --------- --------- --------- --------- ---------
 1.00 n  0.0080  0.577 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 F    19 -1.24e-10  6.84e-08  6.86e-08  1.62e-07  1.62e-07 -8.35e-04
 1.00 n  0.0080  0.577 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Ne   20 -6.14e-09  2.74e-04  2.74e-04  6.48e-04  6.48e-04 -6.13e-05
 1.00 n  0.0080  0.577 Ne   21  5.40e-09  7.04e-07  6.99e-07  1.66e-06  1.65e-06  3.29e-03
 1.00 n  0.0080  0.577 Ne   22 -1.62e-07  2.19e-05  2.20e-05  5.17e-05  5.21e-05 -3.26e-03
 1.00 n  0.0080  0.577 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Na   22  1.98e-34  1.98e-34  0.00e+00  4.68e-34  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Na   23  1.70e-07  5.82e-06  5.65e-06  1.38e-05  1.34e-05  1.28e-02
 1.00 n  0.0080  0.577 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Mg   24  1.46e-10  8.72e-05  8.72e-05  2.06e-04  2.06e-04 -5.09e-05
 1.00 n  0.0080  0.577 Mg   25 -1.01e-08  1.14e-05  1.15e-05  2.71e-05  2.71e-05 -4.36e-04
 1.00 n  0.0080  0.577 Mg   26  9.64e-09  1.32e-05  1.31e-05  3.11e-05  3.11e-05  2.67e-04
 1.00 n  0.0080  0.577 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Al   26  7.79e-10  7.79e-10  0.00e+00  1.84e-09  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Al   27  1.23e-10  9.83e-06  9.83e-06  2.32e-05  2.32e-05 -4.62e-05
 1.00 n  0.0080  0.577 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Si   28 -3.64e-10  1.11e-04  1.11e-04  2.61e-04  2.62e-04 -5.30e-05
 1.00 n  0.0080  0.577 Si   29  1.27e-11  5.80e-06  5.80e-06  1.37e-05  1.37e-05 -5.06e-05
 1.00 n  0.0080  0.577 Si   30 -6.82e-12  3.98e-06  3.98e-06  9.42e-06  9.42e-06 -5.23e-05
 1.00 n  0.0080  0.577 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Si   32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 P    31  1.82e-12  1.38e-06  1.38e-06  3.27e-06  3.27e-06 -5.10e-05
 1.00 n  0.0080  0.577 P    32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 S    32 -8.73e-11  6.71e-05  6.71e-05  1.59e-04  1.59e-04 -5.21e-05
 1.00 n  0.0080  0.577 S    33 -3.41e-13  5.46e-07  5.46e-07  1.29e-06  1.29e-06 -5.19e-05
 1.00 n  0.0080  0.577 S    34 -4.37e-11  3.16e-05  3.16e-05  7.48e-05  7.48e-05 -5.22e-05
 1.00 n  0.0080  0.577 S    35  2.16e-20  2.16e-20  0.00e+00  5.11e-20  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Fe   54  7.28e-12  1.21e-05  1.21e-05  2.86e-05  2.86e-05 -5.13e-05
 1.00 n  0.0080  0.577 Fe   55  8.17e-19  8.17e-19  0.00e+00  1.93e-18  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Fe   56  4.51e-10  1.98e-04  1.98e-04  4.68e-04  4.68e-04 -5.06e-05
 1.00 n  0.0080  0.577 Fe   57 -1.82e-11  4.84e-06  4.84e-06  1.14e-05  1.14e-05 -5.32e-05
 1.00 n  0.0080  0.577 Fe   58  1.08e-12  6.26e-07  6.26e-07  1.48e-06  1.48e-06 -5.08e-05
 1.00 n  0.0080  0.577 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Fe   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Co   59 -5.12e-13  5.69e-07  5.69e-07  1.35e-06  1.35e-06 -5.20e-05
 1.00 n  0.0080  0.577 Co   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Ni   58 -2.09e-11  8.38e-06  8.38e-06  1.98e-05  1.98e-05 -5.27e-05
 1.00 n  0.0080  0.577 Ni   59  2.25e-24  2.25e-24  0.00e+00  5.32e-24  0.00e+00  0.00e+00
 1.00 n  0.0080  0.577 Ni   60 -5.46e-12  3.32e-06  3.32e-06  7.84e-06  7.84e-06 -5.23e-05
 1.00 n  0.0080  0.577 Ni   61  2.04e-07  3.50e-07  1.46e-07  8.27e-07  3.44e-07  3.81e-01
 1.00 n  0.0080  0.577 Ni   62 -2.08e-07  2.63e-07  4.70e-07  6.21e-07  1.11e-06 -2.53e-01
 1.25 n  0.0080  0.600 g     1  6.49e-09  2.12e-08  1.47e-08  3.27e-08  2.27e-08  1.58e-01
 1.25 n  0.0080  0.600 n     1 -9.87e-40 -9.87e-40  0.00e+00 -1.52e-39  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 p     1 -1.44e-02  4.65e-01  4.79e-01  7.15e-01  7.37e-01 -1.33e-02
 1.25 n  0.0080  0.600 D     2  2.55e-18  2.55e-18  0.00e+00  3.92e-18  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 He    3  2.13e-04  2.13e-04  0.00e+00  3.28e-04  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 He    4  1.42e-02  1.80e-01  1.66e-01  2.77e-01  2.55e-01  3.55e-02
 1.25 n  0.0080  0.600 Li    7 -3.31e-12  1.21e-09  1.21e-09  1.86e-09  1.87e-09 -1.23e-03
 1.25 n  0.0080  0.600 Be    7  1.67e-11  1.67e-11  0.00e+00  2.57e-11  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 B     8  5.02e-27  5.02e-27  0.00e+00  7.72e-27  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 C    12 -2.02e-04  5.86e-04  7.89e-04  9.02e-04  1.21e-03 -1.29e-01
 1.25 n  0.0080  0.600 C    13  1.44e-05  2.39e-05  9.49e-06  3.67e-05  1.46e-05  4.00e-01
 1.25 n  0.0080  0.600 C    14  6.41e-26  6.41e-26  0.00e+00  9.86e-26  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 N    14  2.28e-04  5.15e-04  2.87e-04  7.93e-04  4.42e-04  2.54e-01
 1.25 n  0.0080  0.600 N    15 -4.53e-07  6.82e-07  1.13e-06  1.05e-06  1.75e-06 -2.21e-01
 1.25 n  0.0080  0.600 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 O    16 -7.77e-06  2.49e-03  2.50e-03  3.83e-03  3.84e-03 -1.40e-03
 1.25 n  0.0080  0.600 O    17  9.40e-07  1.95e-06  1.01e-06  3.00e-06  1.56e-06  2.86e-01
 1.25 n  0.0080  0.600 O    18 -8.92e-07  4.74e-06  5.64e-06  7.30e-06  8.67e-06 -7.49e-02
 1.25 n  0.0080  0.600 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 F    19  4.92e-11  1.05e-07  1.05e-07  1.62e-07  1.62e-07  1.61e-04
 1.25 n  0.0080  0.600 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Ne   20 -1.18e-08  4.21e-04  4.21e-04  6.48e-04  6.48e-04 -5.41e-05
 1.25 n  0.0080  0.600 Ne   21  1.05e-08  1.08e-06  1.07e-06  1.67e-06  1.65e-06  4.19e-03
 1.25 n  0.0080  0.600 Ne   22 -4.16e-07  3.35e-05  3.39e-05  5.15e-05  5.21e-05 -5.41e-03
 1.25 n  0.0080  0.600 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Na   22  7.83e-33  7.83e-33  0.00e+00  1.21e-32  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Na   23  4.36e-07  9.12e-06  8.69e-06  1.40e-05  1.34e-05  2.12e-02
 1.25 n  0.0080  0.600 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Mg   24  4.66e-10  1.34e-04  1.34e-04  2.06e-04  2.06e-04 -4.05e-05
 1.25 n  0.0080  0.600 Mg   25 -2.23e-08  1.76e-05  1.76e-05  2.71e-05  2.71e-05 -5.93e-04
 1.25 n  0.0080  0.600 Mg   26  2.03e-08  2.02e-05  2.02e-05  3.11e-05  3.11e-05  3.95e-04
 1.25 n  0.0080  0.600 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Al   26  2.59e-09  2.59e-09  0.00e+00  3.98e-09  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Al   27  2.99e-10  1.51e-05  1.51e-05  2.32e-05  2.32e-05 -3.34e-05
 1.25 n  0.0080  0.600 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Si   28 -1.02e-10  1.70e-04  1.70e-04  2.62e-04  2.62e-04 -4.22e-05
 1.25 n  0.0080  0.600 Si   29  1.46e-11  8.92e-06  8.92e-06  1.37e-05  1.37e-05 -4.13e-05
 1.25 n  0.0080  0.600 Si   30 -5.00e-12  6.12e-06  6.12e-06  9.42e-06  9.42e-06 -4.23e-05
 1.25 n  0.0080  0.600 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Si   32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 P    31  3.41e-12  2.12e-06  2.12e-06  3.27e-06  3.27e-06 -4.13e-05
 1.25 n  0.0080  0.600 P    32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 S    32  1.46e-11  1.03e-04  1.03e-04  1.59e-04  1.59e-04 -4.19e-05
 1.25 n  0.0080  0.600 S    33  5.68e-14  8.39e-07  8.39e-07  1.29e-06  1.29e-06 -4.20e-05
 1.25 n  0.0080  0.600 S    34  3.64e-12  4.86e-05  4.86e-05  7.48e-05  7.48e-05 -4.20e-05
 1.25 n  0.0080  0.600 S    35  3.35e-20  3.35e-20  0.00e+00  5.16e-20  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Fe   54  2.55e-11  1.86e-05  1.86e-05  2.86e-05  2.86e-05 -4.14e-05
 1.25 n  0.0080  0.600 Fe   55  1.43e-18  1.43e-18  0.00e+00  2.20e-18  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Fe   56 -3.20e-10  3.04e-04  3.04e-04  4.68e-04  4.68e-04 -4.25e-05
 1.25 n  0.0080  0.600 Fe   57 -5.00e-12  7.43e-06  7.43e-06  1.14e-05  1.14e-05 -4.23e-05
 1.25 n  0.0080  0.600 Fe   58 -1.14e-13  9.63e-07  9.63e-07  1.48e-06  1.48e-06 -4.20e-05
 1.25 n  0.0080  0.600 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Fe   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Fe   61 -4.40e-39 -4.40e-39  0.00e+00 -6.77e-39  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Co   59  0.00e+00  8.74e-07  8.74e-07  1.35e-06  1.35e-06 -4.20e-05
 1.25 n  0.0080  0.600 Co   60  3.37e-39  3.37e-39  0.00e+00  5.18e-39  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Co   61 -4.90e-36 -4.90e-36  0.00e+00 -7.54e-36  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Ni   58 -1.09e-11  1.29e-05  1.29e-05  1.98e-05  1.98e-05 -4.23e-05
 1.25 n  0.0080  0.600 Ni   59  7.59e-24  7.59e-24  0.00e+00  1.17e-23  0.00e+00  0.00e+00
 1.25 n  0.0080  0.600 Ni   60 -4.09e-12  5.10e-06  5.10e-06  7.84e-06  7.84e-06 -4.24e-05
 1.25 n  0.0080  0.600 Ni   61  3.96e-07  6.20e-07  2.24e-07  9.53e-07  3.44e-07  4.42e-01
 1.25 n  0.0080  0.600 Ni   62 -4.02e-07  3.20e-07  7.23e-07  4.93e-07  1.11e-06 -3.53e-01
 1.50 n  0.0080  0.633 g     1  1.01e-08  2.98e-08  1.97e-08  3.44e-08  2.27e-08  1.80e-01
 1.50 n  0.0080  0.633 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 p     1 -1.74e-02  6.22e-01  6.39e-01  7.17e-01  7.37e-01 -1.21e-02
 1.50 n  0.0080  0.633 D     2  4.04e-18  4.04e-18  0.00e+00  4.66e-18  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 He    3  2.94e-04  2.94e-04  0.00e+00  3.39e-04  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 He    4  1.68e-02  2.38e-01  2.21e-01  2.75e-01  2.55e-01  3.18e-02
 1.50 n  0.0080  0.633 Li    7 -3.18e-10  1.30e-09  1.62e-09  1.50e-09  1.87e-09 -9.51e-02
 1.50 n  0.0080  0.633 Be    7  8.82e-12  8.82e-12  0.00e+00  1.02e-11  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 B     8  4.98e-26  4.98e-26  0.00e+00  5.74e-26  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 C    12 -1.04e-04  9.47e-04  1.05e-03  1.09e-03  1.21e-03 -4.54e-02
 1.50 n  0.0080  0.633 C    13  1.96e-05  3.23e-05  1.27e-05  3.72e-05  1.46e-05  4.06e-01
 1.50 n  0.0080  0.633 C    14  3.78e-11  3.78e-11  0.00e+00  4.35e-11  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 N    14  3.93e-04  7.76e-04  3.83e-04  8.95e-04  4.42e-04  3.06e-01
 1.50 n  0.0080  0.633 N    15 -7.21e-07  7.93e-07  1.51e-06  9.14e-07  1.75e-06 -2.81e-01
 1.50 n  0.0080  0.633 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 O    16 -8.42e-06  3.32e-03  3.33e-03  3.83e-03  3.84e-03 -1.14e-03
 1.50 n  0.0080  0.633 O    17  2.97e-06  4.32e-06  1.35e-06  4.99e-06  1.56e-06  5.06e-01
 1.50 n  0.0080  0.633 O    18 -1.67e-06  5.85e-06  7.52e-06  6.75e-06  8.67e-06 -1.09e-01
 1.50 n  0.0080  0.633 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0080  0.633 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
